GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Birthplace,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3
0,0,0,0,0,1,0,2,2,5,3,6,League of Legends,PC,10.0,I play for fun,improving,Silver,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,Male,25,Student at college / university,Bachelor,UK,Multiplayer,1,18,10.0,GBR
1,0,0,0,0,1,0,4,4,6,5,3,League of Legends,PC,30.0,I play for fun,having fun,Gold,4.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,Male,19,Student at college / university,High School,France,Multiplayer,2,22,21.0,FRA
1,0,1,2,0,0,1,6,5,5,3,4,League of Legends,PC,18.0,I play for fun,improving,Platinum,30.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,Male,24,Student at college / university,High School,Italy,Singleplayer,5,23,8.0,ITA
3,3,2,1,1,3,1,2,3,3,2,3,League of Legends,PC,25.0,I play for fun,improving,Gold,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,Male,18,Student at school,None,USA,Multiplayer,14,13,41.0,USA
0,0,1,1,0,1,0,1,3,5,5,1,League of Legends,PC,21.0,I play for fun,improving,Platinum,1.0,3.0,1.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,Male,19,Student at college / university,High School,Canada,Multiplayer,3,15,22.0,CAN
0,0,0,1,0,0,0,5,7,6,5,6,League of Legends,PC,25.0,I play for fun,having fun,Platinum,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,20,Employed,Bachelor,France,Multiplayer,1,29,5.0,FRA
1,0,0,1,0,1,0,3,7,4,5,3,League of Legends,PC,3.0,I play for fun,improving,Silver,25.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,Male,21,Student at college / university,High School,Puerto Rico ,Multiplayer,3,22,16.0,PRI
3,3,3,3,3,2,3,3,7,6,6,1,League of Legends,PC,7.0,I play for fun,having fun,Unranked,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,Male,18,Student at school,High School,India,Multiplayer,20,23,62.0,IND
3,3,3,3,3,3,3,1,2,2,1,1,League of Legends,PC,20.0,I play for fun,winning,Platinum,0.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,Male,22,Unemployed / between jobs,Bachelor,UK,Singleplayer,21,7,21.0,GBR
1,0,1,0,0,1,1,3,4,5,5,2,League of Legends,PC,11.0,I play for fun,having fun,Unranked,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,Male,18,Student at school,None,Hungary,Multiplayer,4,19,21.0,HUN
0,1,1,0,1,0,0,4,5,6,6,3,Starcraft 2,PC,12.0,I play for fun,improving,Gold,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,Male,26,Employed,Bachelor,USA,Multiplayer,3,24,47.0,USA
1,0,0,1,0,0,0,5,7,6,2,5,League of Legends,PC,15.0,I play for fun,improving,Silver,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,18,Student at school,Bachelor,UK,Multiplayer,2,25,0.0,GBR
0,0,1,0,0,1,0,5,6,4,4,1,League of Legends,PC,24.0,I play for fun,winning,Gold,5.0,1.0,4.0,3.0,4.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,Male,19,Student at college / university,High School,Spain,Multiplayer,2,20,24.0,GBR
3,2,2,1,0,1,0,6,7,2,3,6,League of Legends,PC,6.0,I play for fun,winning,Platinum,5.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Male,18,Student at college / university,None,USA,Multiplayer,9,24,21.0,USA
0,0,0,0,0,0,0,2,3,2,1,4,League of Legends,PC,1.0,I play for fun,winning,Gold,7.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,Male,20,Student at college / university,Bachelor,Portugal,Multiplayer,0,12,17.0,PRT
0,0,0,0,0,0,0,3,6,5,2,4,League of Legends,PC,20.0,I play for fun,having fun,Unranked,6.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,Male,21,Student at college / university,High School,Germany,Multiplayer,0,20,28.0,DEU
1,0,0,1,1,0,0,6,6,5,4,5,League of Legends,PC,20.0,I play for fun,having fun,Gold,5.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,Male,20,Employed,High School,Canada,Multiplayer,3,26,15.0,CAN
1,0,0,1,0,2,0,1,1,1,2,1,League of Legends,PC,8.0,To earn,winning,Unranked,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,Male,20,Unemployed / between jobs,High School,Bulgaria,Multiplayer,4,6,14.0,BGR
2,2,1,2,0,2,1,2,3,3,2,2,League of Legends,PC,40.0,I play for fun,Other,Silver,15.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,Male,21,Student at college / university,Bachelor,Unknown,Multiplayer,10,12,39.0,POL
1,0,0,3,0,2,0,4,2,3,3,5,World of Warcraft,PC,40.0,I play for fun but attempt to make it my living. So far I also need a part time job to fully pay all living cost and have a small savings incase shit happens. ,improving,Unranked,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Employed,Bachelor,USA,Multiplayer,6,17,3.0,USA
1,1,1,2,2,0,2,2,4,2,2,1,League of Legends,PC,8.0,I play for fun,having fun,Gold,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,Male,22,Employed,High School,Belgium,Multiplayer,9,11,30.0,BEL
0,1,0,0,1,1,1,1,2,2,2,2,League of Legends,PC,14.0,i try,relaxing,Silver,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,High School,Canada,Multiplayer,4,9,0.0,CAN
0,0,0,0,0,0,0,7,7,7,7,7,League of Legends,PC,12.0,I play for fun,improving,Unranked,24.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,18,Student at school,None,South Korea,Multiplayer,0,35,25.0,USA
0,0,1,0,0,0,0,2,5,2,2,1,League of Legends,PC,15.0,I play for fun,winning,Gold,1.0,0.0,2.0,1.0,4.0,0.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Female,19,Student at college / university,High School,Denmark,Multiplayer,1,12,20.0,FRO
0,1,0,0,1,1,1,1,2,2,2,2,League of Legends,PC,14.0,i try,relaxing,Silver,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,High School,Canada,Multiplayer,4,9,0.0,CAN
3,1,1,3,3,0,0,2,5,1,7,1,League of Legends,PC,25.0,I play for fun,improving,Silver,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,Male,28,Employed,None,Iceland,Multiplayer,11,16,17.0,ISL
1,1,1,0,0,0,0,2,4,2,2,1,League of Legends,PC,8.0,I play for fun,winning,Unranked,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,Male,18,Student at school,High School,Romania,Multiplayer,3,11,29.0,ROU
2,1,1,1,0,2,0,2,5,3,3,2,League of Legends,PC,16.0,I play for fun,relaxing,Silver,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Student at school,High School,Argentina,Multiplayer,7,15,7.0,ARG
1,2,3,0,0,1,2,3,7,5,2,5,League of Legends,PC,28.0,I play for fun,having fun,Silver,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,Female,19,Student at college / university,High School,Germany,Multiplayer,9,22,18.0,DEU
2,0,1,1,3,2,2,3,4,3,6,4,League of Legends,PC,10.0,I play for fun,having fun,Unranked,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,21,Student at college / university,High School,USA,Multiplayer,11,20,3.0,USA
0,0,0,0,0,0,0,6,7,7,7,7,League of Legends,PC,12.0,I play for fun,winning,Silver,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Male,27,Employed,Bachelor,South Korea,Multiplayer,0,34,9.0,USA
1,0,1,1,0,1,1,2,2,2,3,1,Guild Wars 2,PC,13.0,I play for fun,relaxing,Silver,20.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Unemployed / between jobs,High School,USA,Multiplayer,5,10,11.0,USA
0,0,0,0,1,0,0,4,3,3,2,7,League of Legends,PC,3.0,I play for fun,improving,Platinum,20.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Male,24,Student at college / university,Bachelor,Brazil,Multiplayer,1,19,7.0,BRA
0,0,0,0,3,0,0,6,6,7,5,6,League of Legends,PC,30.0,I play for fun,having fun,Unranked,17.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,23,Employed,High School,Germany,Singleplayer,3,30,20.0,DEU
1,0,1,0,0,1,0,2,2,2,2,2,League of Legends,PC,20.0,I play for fun,having fun,Platinum,20.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,Male,29,Unemployed / between jobs,Bachelor,Sweden,Multiplayer,3,10,20.0,SWE
1,1,0,0,1,1,1,5,5,6,5,2,League of Legends,PC,18.0,I play for fun,having fun,Silver,12.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,Belgium,Multiplayer,5,23,26.0,BEL
0,1,1,0,0,1,0,2,2,6,6,6,League of Legends,PC,8.0,I play for fun,relaxing,Gold,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Male,21,Student at college / university,Bachelor,Netherlands,Multiplayer,3,22,8.0,NLD
3,3,3,2,1,3,3,5,6,2,5,2,League of Legends,PC,16.0,To earn,improving,Gold,10.0,3.0,0.0,2.0,4.0,3.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,3.0,Male,18,Student at college / university,High School,UK,Multiplayer,18,20,35.0,GBR
1,2,1,0,1,1,1,3,3,3,1,2,League of Legends,PC,14.0,I play for fun,Other,Gold,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,Male,18,Student at college / university,High School,Canada,Multiplayer,7,12,19.0,CAN
0,0,0,0,0,1,0,6,6,6,6,6,League of Legends,PC,10.0,I play for fun,having fun,Silver,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,Male,23,Employed,Bachelor,Mexico,Multiplayer,1,30,1.0,MEX
2,1,1,3,0,1,0,2,2,3,4,1,Counter Strike,PC,15.0,I play for fun,improving,Gold,35.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,19,Unemployed / between jobs,High School,Netherlands,Multiplayer,8,12,15.0,NLD
1,2,2,1,1,1,1,2,5,3,3,2,Other,PC,10.0,To earn,winning,Gold,20.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,Male,28,Student at college / university,High School,USA,Multiplayer,9,15,12.0,USA
1,0,1,0,0,1,0,5,6,4,5,3,League of Legends,PC,30.0,I play for fun,improving,Platinum,40.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,25,Employed,High School,USA,Multiplayer,3,23,10.0,USA
2,1,1,2,0,1,2,3,4,2,3,3,Other,"Console (PS, Xbox, ...)",5.0,I play for fun,improving,Unranked,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,Male,18,Student at school,High School,Sweden,Multiplayer,9,15,45.0,SWE
1,1,2,2,0,3,1,2,3,1,5,2,League of Legends,PC,10.0,I play for fun,having fun,Silver,25.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,Male,19,Student at school,High School,Germany,Multiplayer,10,13,27.0,DEU
1,1,2,0,0,1,1,2,3,4,5,6,League of Legends,PC,21.0,I play for fun,having fun,Silver,10.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,Male,20,Unemployed / between jobs,High School,Austria,Multiplayer,6,20,9.0,AUT
1,0,0,2,1,1,0,6,7,5,7,6,League of Legends,PC,50.0,I play for fun,improving,Silver,15.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,Male,18,Student at college / university,High School,UK,Multiplayer,5,31,21.0,GBR
0,0,0,0,0,0,0,5,7,6,5,3,League of Legends,PC,5.0,I play for fun,having fun,Unranked,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,24,Employed,High School,USA,Multiplayer,0,26,7.0,USA
0,0,0,0,0,0,0,5,6,6,6,6,League of Legends,PC,10.0,I play for fun,having fun,Silver,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,None,Germany,Multiplayer,0,29,4.0,DEU
0,0,1,0,0,2,0,5,6,7,5,1,League of Legends,PC,3.0,I play for fun,Other,Platinum,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at school,None,Germany,Multiplayer,3,24,3.0,DEU
1,0,1,1,0,0,1,2,5,4,2,3,League of Legends,PC,20.0,I play for fun,having fun,Gold,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,Male,19,Student at college / university,High School,Brazil,Multiplayer,4,16,44.0,BRA
0,0,1,1,0,0,1,2,4,2,4,2,League of Legends,PC,15.0,I play for fun,having fun,Silver,10.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Male,22,Student at college / university,Bachelor,Albania,Multiplayer,3,14,8.0,BGR
0,0,0,0,0,1,0,2,5,5,3,1,League of Legends,PC,20.0,I play for fun,having fun,Unranked,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,Male,21,Student at college / university,Bachelor,USA,Multiplayer,1,16,13.0,USA
0,0,1,1,0,1,0,2,6,5,5,3,League of Legends,PC,10.0,I play for fun,improving,Platinum,10.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,Male,20,Student at college / university,High School,Netherlands,Multiplayer,3,21,18.0,NLD
2,0,1,0,0,1,0,4,6,6,6,4,League of Legends,PC,20.0,I play for fun,improving,Gold,15.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,None,USA,Multiplayer,4,26,11.0,USA
0,0,1,0,0,2,0,2,2,2,5,3,League of Legends,PC,35.0,I play for fun,improving,Platinum,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,20,Student at college / university,Bachelor,Denmark,Singleplayer,3,14,6.0,DNK
2,2,2,2,0,0,0,1,1,2,2,1,League of Legends,PC,40.0,I play for fun,relaxing,Platinum,1.0,0.0,3.0,4.0,2.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,Male,23,Student at college / university,High School,USA,Multiplayer,8,7,42.0,USA
0,0,1,0,0,0,0,5,6,6,5,4,League of Legends,PC,17.0,I play for fun,having fun,Gold,6.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,Male,21,Student at college / university,High School,Greece,Multiplayer,1,26,14.0,GRC
0,0,0,1,3,2,0,3,4,5,4,1,Counter Strike,PC,30.0,To earn,winning,Unranked,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,18,Student at school,High School,USA,Multiplayer,6,17,9.0,USA
2,2,2,2,0,1,1,5,2,2,1,1,League of Legends,PC,8.0,I play for fun,winning,Silver,8.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,Female,23,Unemployed / between jobs,High School,USA,Multiplayer,10,11,43.0,USA
1,1,1,1,0,0,1,6,5,6,6,7,League of Legends,PC,10.0,I play for fun,improving,Gold,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,29,Employed,High School,USA,Multiplayer,5,30,0.0,USA
0,0,1,1,0,0,1,3,3,5,5,4,League of Legends,PC,13.0,I play for fun,having fun,Silver,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Male,22,Student at college / university,Bachelor,Germany,Multiplayer,3,20,17.0,DEU
1,1,1,1,0,1,0,2,5,2,2,1,League of Legends,PC,3.0,I play for fun,having fun,Silver,5.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,Male,28,Student at college / university,High School,Romania,Multiplayer,5,12,24.0,ROU
0,0,0,0,1,1,1,7,6,7,7,7,League of Legends,PC,20.0,I play for fun,improving,Unranked,8.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,5.0,Male,24,Employed,None,Hungary,Multiplayer,3,34,17.0,HUN
1,1,2,2,0,1,0,5,5,6,6,3,League of Legends,PC,12.0,I play for fun,having fun,Gold,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,21,Student at college / university,Bachelor,Spain,Multiplayer,7,25,22.0,ESP
0,0,0,0,0,1,0,6,6,7,6,4,League of Legends,PC,20.0,I play for fun,having fun,Silver,20.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Male,21,Student at college / university,Bachelor,Australia,Multiplayer,1,29,19.0,AUS
0,0,0,0,0,0,0,4,4,4,3,1,League of Legends,PC,20.0,I play for fun,improving,Gold,15.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,High School,Bulgaria,Multiplayer,0,16,17.0,BGR
1,0,0,0,0,1,0,5,7,5,4,2,League of Legends,PC,17.0,I play for fun,improving,Unranked,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,Male,26,Student at college / university,High School,USA,Multiplayer,2,23,19.0,USA
1,0,1,0,0,0,0,2,2,6,2,3,League of Legends,PC,10.0,I play for fun,having fun,Platinum,30.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,Male,19,Unemployed / between jobs,None,Sweden,Multiplayer,2,15,17.0,SWE
1,1,1,1,0,0,0,3,3,3,4,2,League of Legends,PC,20.0,I play for fun,improving,Platinum,25.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,21,Student at college / university,High School,USA,Multiplayer,4,15,6.0,USA
0,1,0,0,0,2,1,3,2,4,4,2,League of Legends,PC,20.0,I play for fun,having fun,Silver,15.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,Male,19,Unemployed / between jobs,High School,USA,Multiplayer,4,15,33.0,USA
0,0,0,1,0,0,0,2,2,2,2,6,League of Legends,PC,12.0,I play for fun,having fun,Gold,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,Male,21,Student at school,High School,USA,Multiplayer,1,14,3.0,USA
1,0,0,1,0,0,0,3,5,4,2,2,League of Legends,PC,15.0,I play for fun,having fun,Gold,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,22,Student at college / university,High School,USA,Singleplayer,2,16,2.0,USA
1,0,1,2,0,1,1,5,6,5,5,5,Other,PC,30.0,I play for fun,having fun,Gold,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,Male,22,Student at college / university,High School,Greece,Multiplayer,6,26,12.0,GRC
1,1,2,0,0,3,2,1,7,3,4,2,League of Legends,PC,26.0,I play for fun,improving,Platinum,12.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,4.0,4.0,0.0,2.0,4.0,1.0,1.0,2.0,Male,19,Student at college / university,High School,Portugal,Multiplayer,9,17,30.0,PRT
1,0,0,0,0,0,0,4,6,7,6,1,League of Legends,PC,22.0,I play for fun,having fun,Platinum,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,Male,22,Student at college / university,Bachelor,Belgium,Multiplayer,1,24,19.0,BEL
1,0,2,1,0,3,0,2,5,4,2,1,League of Legends,PC,21.0,I play for fun,winning,Gold,10.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,Male,21,Student at college / university,High School,Poland,Multiplayer,7,14,18.0,GBR
1,0,0,0,1,0,0,3,3,5,5,2,League of Legends,PC,20.0,I play for fun,improving,Gold,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Female,22,Unemployed / between jobs,High School,Australia,Multiplayer,2,18,18.0,AUS
1,1,1,1,0,1,1,3,5,3,3,2,League of Legends,PC,18.0,Trying to get to pro-level of play,improving,Platinum,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,Male,18,Student at school,None,Finland,Multiplayer,6,16,14.0,FIN
1,0,0,1,2,0,1,2,3,4,2,1,Starcraft 2,PC,12.0,To earn,relaxing,Unranked,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,None,Portugal,Multiplayer,5,12,3.0,PRT
2,2,2,0,0,0,1,4,3,4,4,3,League of Legends,PC,10.0,I play for fun,having fun,Unranked,15.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,Male,19,Student at college / university,None,UK,Multiplayer,7,18,25.0,GBR
0,0,0,0,1,0,0,3,6,6,5,7,League of Legends,PC,48.0,I play for fun,improving,Unranked,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Employed,Bachelor,USA,Multiplayer,1,27,2.0,USA
0,0,0,0,0,0,0,6,6,6,6,6,League of Legends,PC,20.0,I play for fun,having fun,Gold,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,0,30,5.0,USA
